[(0.07499999999999996, 0), (0.09199999999999997, 0), (0, 0.128), (0, 0), (0.05600000000000005, 0), (0, 0), (0.009000000000000008, 0)]
[(0.04400000000000004, 0.16400000000000003), (0, 0.135), (0, 0), (0, 0), (0, 0), (0.04500000000000004, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0.04800000000000004, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.16500000000000004, 0), (0, 0), (0, 0), (0.07799999999999996, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0.43100000000000005), (0, 0), (0.05500000000000005, 0.10499999999999998), (0.19399999999999995, 0), (0.09099999999999997, 0), (0, 0), (0.119, 0.29700000000000004)]
[(0, 0), (0.05700000000000005, 0), (0.02300000000000002, 0), (0, 0), (0, 0.32699999999999996), (0, 0), (0.06899999999999995, 0.16500000000000004)]
[(0, 0), (0, 0), (0.06799999999999995, 0.259), (0, 0), (0, 0), (0, 0), (0.235, 0)]
[(0.15400000000000003, 0.241), (0, 0), (0, 0), (0, 0), (0.127, 0), (0.14600000000000002, 0)]
[(0, 0), (0, 0.364), (0, 0), (0.121, 0.344), (0, 0.245), (0.18300000000000005, 0.387)]
[(0.16900000000000004, 0), (0, 0.275), (0, 0), (0, 0.20799999999999996), (0, 0), (0.07999999999999996, 0.29900000000000004)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0.12), (0.0, 0.15000000000000002), (0, 0), (0.263, 0.33299999999999996), (0, 0), (0, 0), (0, 0)]
[(0.05900000000000005, 0), (0, 0.02400000000000002), (0.04600000000000004, 0), (0.19999999999999996, 0.41200000000000003), (0, 0), (0, 0), (0, 0)]
[(0, 0.16100000000000003), (0, 0), (0.03700000000000003, 0.364), (0, 0.14300000000000002), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0.05700000000000005, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.039000000000000035, 0), (0, 0), (0.04500000000000004, 0), (0, 0), (0.050000000000000044, 0.236), (0.051000000000000045, 0), (0.052000000000000046, 0), (0.02400000000000002, 0.03700000000000003)]
[(0, 0.07999999999999996), (0.05500000000000005, 0.22599999999999998), (0, 0.07799999999999996), (0.027000000000000024, 0), (0.050000000000000044, 0.236), (0.051000000000000045, 0), (0.05700000000000005, 0.14300000000000002), (1.0, 1.0)]
[(0, 0), (0, 0), (0, 0), (0.040000000000000036, 0.06000000000000005), (0, 0.08699999999999997), (0.038000000000000034, 0.09799999999999998), (0.029000000000000026, 0), (0, 0)]
[(0.05400000000000005, 0), (0.04500000000000004, 0), (0.028000000000000025, 0.16700000000000004), (0, 0.10499999999999998), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0.052000000000000046, 0), (0, 0), (0, 0), (0, 0), (0.029000000000000026, 0), (0, 0), (0, 0.038000000000000034)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.17500000000000004, 0), (0, 0), (0.04400000000000004, 0), (0.16300000000000003, 0.263), (0.09399999999999997, 0), (0, 0), (0.126, 0)]
[(0.17800000000000005, 0.42100000000000004), (0.09599999999999997, 0), (0.05900000000000005, 0.125), (0.11499999999999999, 0.28300000000000003), (0, 0.22399999999999998), (0.09599999999999997, 0), (0, 0)]
[(0.118, 0.29300000000000004), (0.06499999999999995, 0), (0, 0.17200000000000004), (0, 0.237), (0, 0), (0.06799999999999995, 0.13), (0.07199999999999995, 0)]
[(0, 0), (0, 0), (0.09299999999999997, 0.259), (0.14700000000000002, 0), (0.18000000000000005, 0), (0.16300000000000003, 0.43300000000000005), (0, 0.51)]
[(0, 0.281), (0.08499999999999996, 0.471), (0, 0), (0, 0), (0.127, 0.41200000000000003), (0.14600000000000002, 0.387), (1.0, 1.0)]
[(0, 0), (0, 0.474), (0.06399999999999995, 0), (0.119, 0), (0, 0), (0, 0.265)]
[(0.16900000000000004, 0), (0, 0.275), (0, 0), (0.119, 0), (0, 0), (0, 0.265)]
[(0, 0), (0.20999999999999996, 0), (0, 0), (0, 0), (0.128, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.17800000000000005, 0.42100000000000004), (0.09599999999999997, 0), (0.05900000000000005, 0.16900000000000004), (0.11499999999999999, 0.28300000000000003), (0.08999999999999997, 0.23199999999999998), (0, 0), (0.09099999999999997, 0)]
[(0.11399999999999999, 0), (0, 0.23299999999999998), (0.017000000000000015, 0.05400000000000005), (0.17400000000000004, 0), (0, 0.275), (0.05900000000000005, 0.23099999999999998), (0.07199999999999995, 0)]
[(0.06599999999999995, 0), (0.10499999999999998, 0.357), (0.09199999999999997, 0), (0.07299999999999995, 0), (0.050000000000000044, 0.31999999999999995), (0, 0.31899999999999995), (0, 0.15100000000000002), (1.0, 1.0)]
[(0, 0.16700000000000004), (0.09199999999999997, 0), (0, 0.15600000000000003), (0.049000000000000044, 0.21999999999999997), (0, 0.17200000000000004), (0, 0)]
[(0, 0), (0, 0.14900000000000002), (0, 0.15600000000000003), (0.07499999999999996, 0.07799999999999996), (0, 0.17200000000000004), (0, 0)]
[(0.05800000000000005, 0), (0, 0), (0, 0), (0.07299999999999995, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0.07999999999999996, 0), (0, 0.09099999999999997), (0, 0), (0, 0)]
[(0.09499999999999997, 0.24), (0.10099999999999998, 0), (0.04500000000000004, 0.18899999999999995), (0, 0.17200000000000004), (0.06499999999999995, 0.08099999999999996), (0, 0.135), (1.0, 1.0)]
[(0.09499999999999997, 0.24), (0.10099999999999998, 0), (0.04500000000000004, 0.18899999999999995), (0, 0.17200000000000004), (0.06499999999999995, 0.08099999999999996), (0.03700000000000003, 0.33299999999999996), (1.0, 1.0)]
[(0.06499999999999995, 0.21399999999999997), (0, 0.135), (0, 0.09099999999999997), (0, 0), (0, 0), (0.06499999999999995, 0.09999999999999998), (1.0, 1.0)]
[(0, 0.25), (0.04800000000000004, 0.07899999999999996), (0, 0.125), (0, 0.125), (0, 0.10199999999999998), (0, 0)]
[(0, 0), (0, 0.09299999999999997), (0, 0), (0, 0), (0, 0), (0, 0.06699999999999995)]
[(0.09499999999999997, 0.24), (0.10099999999999998, 0), (0.04500000000000004, 0.18899999999999995), (0, 0), (0.14300000000000002, 0.349), (0.07199999999999995, 0.15200000000000002), (0.04300000000000004, 0.37)]
[(0.05700000000000005, 0.17600000000000005), (0.06899999999999995, 0.257), (0.039000000000000035, 0.15400000000000003), (0, 0), (0, 0.18200000000000005), (0.0, 0), (0.009000000000000008, 0)]
[(0.06499999999999995, 0.21399999999999997), (0.05500000000000005, 0.16900000000000004), (0.039000000000000035, 0.15400000000000003), (0, 0), (0, 0.18200000000000005), (0.0, 0), (0, 0.08799999999999997)]
[(0, 0.25), (0.04800000000000004, 0.07899999999999996), (0.050000000000000044, 0), (0, 0), (0.029000000000000026, 0), (0.03700000000000003, 0), (0, 0.127)]
[(0, 0), (0.04800000000000004, 0), (0, 0.08599999999999997), (0, 0), (0, 0), (0, 0.06699999999999995), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.17800000000000005, 0.42100000000000004), (0, 0), (0.06000000000000005, 0), (0.19999999999999996, 0.28400000000000003), (0.09099999999999997, 0.22099999999999997), (0, 0), (0, 0.31799999999999995)]
[(0.118, 0.29300000000000004), (0.06499999999999995, 0), (0, 0.17200000000000004), (0, 0.237), (0, 0), (0.04500000000000004, 0.20399999999999996), (0, 0)]
[(0, 0), (0, 0), (0.14300000000000002, 0), (0.14700000000000002, 0), (0, 0), (0.11599999999999999, 0), (0, 0.51)]
[(0, 0.281), (0.08499999999999996, 0.471), (0, 0), (0.16900000000000004, 0), (0.139, 0.354), (0.17000000000000004, 0.45199999999999996), (0.08199999999999996, 0)]
[(0, 0), (0.20399999999999996, 0.364), (0.06399999999999995, 0), (0.119, 0), (0, 0), (0, 0.265)]
[(0.16900000000000004, 0), (0, 0.275), (0, 0), (0, 0.20799999999999996), (0, 0), (0, 0.265)]
[(0, 0), (0.20999999999999996, 0), (0, 0), (0, 0), (0.128, 0), (0, 0)]
[(0.07699999999999996, 0), (0, 0), (0, 0), (0.263, 0), (0, 0), (0, 0), (0, 0)]
[(0.04600000000000004, 0), (0.049000000000000044, 0), (0.06399999999999995, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.05700000000000005, 0.11099999999999999), (0.0, 0.15000000000000002), (0.04600000000000004, 0), (0.263, 0.33299999999999996), (0, 0), (0, 0), (0, 0)]
[(0, 0.16100000000000003), (0, 0.02400000000000002), (0.04600000000000004, 0), (0.19999999999999996, 0.41200000000000003), (1.0, 0.5), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0.05700000000000005, 0.03400000000000003), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.04400000000000004, 0), (0.062000000000000055, 0), (0.03600000000000003, 0), (0.027000000000000024, 0), (0.050000000000000044, 0.236), (0.04500000000000004, 0), (0.04800000000000004, 0), (0.02400000000000002, 0.03700000000000003)]
[(0.03300000000000003, 0.07399999999999995), (0.09599999999999997, 0), (0, 0.07799999999999996), (0.027000000000000024, 0), (0.050000000000000044, 0.236), (0.04500000000000004, 0), (0.029000000000000026, 0.14300000000000002), (1.0, 1.0)]
[(0, 0), (0, 0.15600000000000003), (0, 0), (0.02100000000000002, 0.06899999999999995), (0, 0.241), (0.04500000000000004, 0.17900000000000005), (0.029000000000000026, 0.14300000000000002), (1.0, 1.0)]
[(0, 0), (0.061000000000000054, 0.17900000000000005), (0, 0), (0, 0.10499999999999998), (0.015000000000000013, 0.10099999999999998), (0, 0.127), (0.051000000000000045, 0), (0, 0.038000000000000034)]
[(0, 0), (0.04700000000000004, 0.09199999999999997), (0, 0), (0, 0), (0, 0), (0, 0.06699999999999995), (0, 0), (0, 0.038000000000000034)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.19699999999999995, 0), (0, 0), (0.061000000000000054, 0), (0.19399999999999995, 0.37), (0.09399999999999997, 0), (0, 0), (0.126, 0)]
[(0.17800000000000005, 0.42100000000000004), (0.10799999999999998, 0.29500000000000004), (0.02300000000000002, 0.11699999999999999), (0, 0.25), (0.10699999999999998, 0.243), (0.07999999999999996, 0.21399999999999997), (0.09599999999999997, 0.16500000000000004)]
[(0, 0.29800000000000004), (0.06499999999999995, 0.23299999999999998), (0.025000000000000022, 0.239), (0, 0.20899999999999996), (0.07099999999999995, 0), (0, 0.19299999999999995), (0, 0.16300000000000003)]
[(0.16200000000000003, 0), (0, 0), (0.09299999999999997, 0.259), (0.14700000000000002, 0), (0.18000000000000005, 0), (0.18200000000000005, 0), (0.15500000000000003, 0.41900000000000004)]
[(0, 0.281), (0.18799999999999994, 0.471), (0, 0), (0, 0.357), (0.127, 0.41200000000000003), (0.18300000000000005, 0.43200000000000005), (1.0, 1.0)]
[(0.15400000000000003, 0.364), (0.20399999999999996, 0.364), (0, 0.15800000000000003), (0.119, 0.37), (0.14600000000000002, 0), (0, 0), (0, 0)]
[(0, 0.28200000000000003), (0.08799999999999997, 0.275), (0, 0), (0.14300000000000002, 0), (0, 0), (0.16900000000000004, 0.32499999999999996)]
[(0, 0), (0.09799999999999998, 0.32499999999999996), (0, 0), (0.122, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.17800000000000005, 0.42100000000000004), (0.10799999999999998, 0.29500000000000004), (0.02300000000000002, 0.11699999999999999), (0, 0.25), (0.10699999999999998, 0.243), (0.07999999999999996, 0.21399999999999997), (0.09599999999999997, 0.21799999999999997)]
[(0, 0.29800000000000004), (0.06499999999999995, 0.23299999999999998), (0.10099999999999998, 0.05400000000000005), (0, 0.20899999999999996), (0.07099999999999995, 0), (0.06799999999999995, 0.18200000000000005), (0, 0.16300000000000003)]
[(0.06599999999999995, 0), (0.05700000000000005, 0.32499999999999996), (0.07599999999999996, 0.271), (0.05500000000000005, 0.22399999999999998), (0.06399999999999995, 0.15500000000000003), (0, 0.10099999999999998), (0.06000000000000005, 0.119)]
[(0, 0.16700000000000004), (0.07099999999999995, 0), (0.11099999999999999, 0.15600000000000003), (0.07299999999999995, 0.17300000000000004), (0, 0), (0, 0), (0.05700000000000005, 0.10299999999999998)]
[(0, 0), (0, 0.14900000000000002), (0.11099999999999999, 0.15600000000000003), (0.07299999999999995, 0.17300000000000004), (0, 0), (0, 0)]
[(0.040000000000000036, 0.16300000000000003), (0, 0), (0, 0), (0.05900000000000005, 0), (0, 0), (0, 0)]
[(0, 0.126), (0, 0), (0, 0), (0, 0.269), (0, 0), (0, 0)]
[(0.07499999999999996, 0.29400000000000004), (0.052000000000000046, 0.257), (0.04400000000000004, 0.18899999999999995), (0, 0.17200000000000004), (0.05600000000000005, 0.29200000000000004), (0.0, 0.135), (0.02100000000000002, 0.018000000000000016)]
[(0.132, 0.20899999999999996), (0.10099999999999998, 0), (0.039000000000000035, 0), (0, 0.09099999999999997), (0.09099999999999997, 0.29400000000000004), (0.09099999999999997, 0.395), (1.0, 1.0)]
[(0.05500000000000005, 0.21399999999999997), (0.041000000000000036, 0.135), (0, 0.10799999999999998), (0, 0), (0, 0), (0.0, 0), (0, 0)]
[(0, 0.25), (0.04800000000000004, 0.07899999999999996), (0.050000000000000044, 0), (0, 0.125), (0, 0.10199999999999998), (0, 0)]
[(0, 0), (0, 0.09299999999999997), (0.03400000000000003, 0), (0, 0), (0, 0), (0, 0)]
[(0.07499999999999996, 0.29400000000000004), (0.052000000000000046, 0.257), (0.04400000000000004, 0.18899999999999995), (0, 0.14300000000000002), (0.05600000000000005, 0.29200000000000004), (0.0, 0.11099999999999999), (0.009000000000000008, 0.08799999999999997)]
[(0.05700000000000005, 0.29600000000000004), (0.06899999999999995, 0.257), (0.030000000000000027, 0.17800000000000005), (0, 0), (0.06499999999999995, 0.19999999999999996), (0, 0.29700000000000004), (0.009000000000000008, 0.119)]
[(0.09499999999999997, 0.19999999999999996), (0.041000000000000036, 0.135), (0, 0.09099999999999997), (0, 0), (0.06499999999999995, 0.135), (0, 0.15200000000000002), (0, 0.08799999999999997)]
[(0.09699999999999998, 0.17900000000000005), (0.04800000000000004, 0.07899999999999996), (0, 0.09099999999999997), (0, 0), (0.05600000000000005, 0.29200000000000004), (0.0, 0.135), (0.009000000000000008, 0.08799999999999997)]
[(0, 0), (0.04800000000000004, 0), (0, 0.08599999999999997), (0, 0), (0, 0.10199999999999998), (0.013000000000000012, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.17800000000000005, 0.42100000000000004), (0.09599999999999997, 0), (0.04400000000000004, 0.14), (0.17200000000000004, 0.385), (0, 0.22399999999999998), (0, 0), (0.09099999999999997, 0.31799999999999995)]
[(0, 0.29800000000000004), (0.06499999999999995, 0.23299999999999998), (0.025000000000000022, 0.239), (0, 0.20899999999999996), (0.07099999999999995, 0), (0, 0.19299999999999995), (0, 0.16300000000000003)]
[(0, 0), (0, 0), (0.17800000000000005, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0.281), (0.18799999999999994, 0.471), (0.06399999999999995, 0), (0.19499999999999995, 0), (0, 0.245), (0.19999999999999996, 0.45199999999999996), (0, 0.32399999999999995)]
[(0.16900000000000004, 0), (0.08799999999999997, 0.275), (0, 0), (0.14300000000000002, 0), (0, 0), (0, 0)]
[(0, 0.28200000000000003), (0.08799999999999997, 0.275), (0, 0), (0, 0.20799999999999996), (0.14600000000000002, 0), (0, 0)]
[(0, 0), (0.09799999999999998, 0.32499999999999996), (0, 0), (0.122, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0.040000000000000036), (0, 0.15000000000000002), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0.11099999999999999), (0, 0), (0.013000000000000012, 0.02400000000000002), (0, 0.14300000000000002), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0.04500000000000004), (0, 0), (0.5, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.03300000000000003, 0), (0, 0), (0, 0), (0, 0), (0.050000000000000044, 0.236), (0.03400000000000003, 0), (0.052000000000000046, 0), (0, 0.03700000000000003)]
[(0, 0), (0.06499999999999995, 0.23399999999999999), (0, 0.06799999999999995), (0, 0), (0.03600000000000003, 0), (0.04300000000000004, 0.07999999999999996), (0.029000000000000026, 0)]
[(0, 0), (0, 0), (0, 0), (0.040000000000000036, 0.06000000000000005), (0, 0), (0.05900000000000005, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0.05300000000000005, 0), (0, 0), (0, 0), (0, 0), (0.04300000000000004, 0.038000000000000034)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0.038000000000000034)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.16500000000000004, 0), (0, 0), (0, 0), (0.07799999999999996, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0.43100000000000005), (0, 0), (0.05500000000000005, 0.10499999999999998), (0.19399999999999995, 0), (0.09099999999999997, 0), (0, 0), (0, 0.256)]
[(0, 0), (0.06899999999999995, 0.18999999999999995), (0, 0.05400000000000005), (0, 0), (0, 0.32699999999999996), (0, 0.245), (0, 0.16500000000000004)]
[(0, 0), (0, 0), (0.08599999999999997, 0.22199999999999998), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.15400000000000003, 0.241), (0, 0.471), (0, 0), (0, 0), (0, 0), (0.13, 0), (0, 0)]
[(0, 0), (0.20399999999999996, 0), (0.06399999999999995, 0), (0, 0), (0, 0), (0.18300000000000005, 0), (0, 0)]
[(0.16900000000000004, 0), (0, 0.275), (0, 0), (0, 0.20799999999999996), (0, 0), (0.07999999999999996, 0.33299999999999996)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0.43100000000000005), (0, 0), (0.05500000000000005, 0.10499999999999998), (0.19399999999999995, 0), (0.09099999999999997, 0), (0, 0), (0.119, 0.29700000000000004)]
[(0, 0), (0.05700000000000005, 0), (0.02300000000000002, 0), (0, 0), (0.10699999999999998, 0), (0, 0.245), (0.09599999999999997, 0)]
[(0.038000000000000034, 0), (0.11099999999999999, 0.383), (0, 0), (0, 0), (0.01100000000000001, 0.31999999999999995), (0.05600000000000005, 0.19499999999999995), (0.08999999999999997, 0), (0.16700000000000004, 0.04800000000000004)]
[(0, 0.16700000000000004), (0, 0), (0, 0.22399999999999998), (0, 0.22399999999999998), (0, 0), (0, 0)]
[(0, 0), (0, 0.07999999999999996), (0, 0), (0.07499999999999996, 0.07799999999999996), (0, 0.17200000000000004), (0, 0)]
[(0, 0), (0, 0), (0, 0.19299999999999995), (0, 0.17300000000000004), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0.05900000000000005, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0.031000000000000028, 0), (0, 0.14300000000000002), (0, 0.08099999999999996), (0.0, 0.08599999999999997), (1.0, 1.0)]
[(0, 0.132), (0.09199999999999997, 0.257), (0.04500000000000004, 0), (0, 0), (0.05600000000000005, 0.23399999999999999), (0, 0), (0, 0)]
[(0.04400000000000004, 0.16400000000000003), (0, 0), (0, 0), (0, 0), (0, 0), (0.06499999999999995, 0.09999999999999998), (1.0, 1.0)]
[(0, 0), (0, 0.07899999999999996), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0.09299999999999997), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.10799999999999998, 0), (0, 0), (0.031000000000000028, 0), (0, 0.17200000000000004), (0, 0.08099999999999996), (0, 0.135), (0.009000000000000008, 0.119)]
[(0, 0.132), (0.06899999999999995, 0.15100000000000002), (0, 0.15400000000000003), (0, 0), (0, 0), (0.0, 0), (0.009000000000000008, 0)]
[(0.06499999999999995, 0), (0.05500000000000005, 0), (0.039000000000000035, 0), (0, 0), (0, 0), (0.0, 0), (0.009000000000000008, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0.09299999999999997), (0, 0), (0, 0), (0, 0), (0, 0.06699999999999995), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0, 0.43100000000000005), (0, 0), (0.05500000000000005, 0.10499999999999998), (0.19399999999999995, 0), (0.09099999999999997, 0), (0, 0), (0, 0.256)]
[(0, 0), (0.06899999999999995, 0.18999999999999995), (0.03200000000000003, 0.08099999999999996), (0, 0), (0.08799999999999997, 0), (0, 0), (0.06899999999999995, 0)]
[(0, 0), (0, 0), (0.06799999999999995, 0.259), (0, 0), (0, 0), (0, 0), (0, 0)]
[(0.15400000000000003, 0.241), (0, 0), (0, 0), (0, 0), (0.127, 0), (0.14600000000000002, 0.34299999999999997)]
[(0, 0), (0.20399999999999996, 0), (0.06399999999999995, 0), (0, 0), (0, 0), (0.08599999999999997, 0.28600000000000003)]
