0.526,0.526,0.333,0.316,0.526,0.706,0.625,0.556,0.526,0.588,0.444,0.353,0.762,0.6,0.632,0.522,0.6,0.556,0.471,0.7,0.7,0.7,0.588,0.6,0.632,0.556,0.316,0.737,0.4,0.667,0.522,0.421,0.316,0.533,0.571,0.762,0.6,0.783,0.636
0.526,0.526,0.333,0.316,0.526,0.706,0.588,0.556,0.526,0.471,0.444,0.353,0.762,0.6,0.632,0.522,0.6,0.556,0.471,0.7,0.762,0.7,0.588,0.6,0.667,0.632,0.316,0.7,0.4,0.667,0.522,0.421,0.316,0.737,0.571,0.762,0.6,0.783,0.636,0.783,0.632
0.526,0.526,0.333,0.316,0.526,0.706,0.588,0.556,0.526,0.588,0.444,0.353,0.762,0.6,0.632,0.522,0.6,0.556,0.471,0.7,0.762,0.7,0.588,0.6,0.632,0.632,0.316,0.7,0.4,0.667,0.522,0.421,0.316,0.533,0.571,0.762,0.6,0.783,0.636,0.783,0.632,0.7,0.476
0.526,0.526,0.333,0.316,0.526,0.706,0.706,0.556,0.526,0.471,0.444,0.556,0.762,0.6,0.632,0.522,0.6,0.556,0.471,0.7,0.762,0.7,0.588,0.6,0.667,0.632,0.316,0.7,0.4,0.636,0.522,0.421,0.316,0.737,0.571,0.762,0.6,0.783,0.636,0.783,0.87,0.7,0.476
0.421,0.526,0.421,0.316,0.526,0.625,0.625,0.667,0.526,0.556,0.375,0.444,0.375,0.526,0.632,0.522,0.444,0.556,0.471,0.632,0.632,0.471,0.7,0.6,0.556,0.556,0.316,0.5,0.476,0.526,0.364,0.421,0.609,0.667,0.571,0.762,0.6,0.727,0.5,0.783,0.632,0.7,0.476,0.583,0.696,0.6,0.636,0.435,0.522,0.455
0.526,0.526,0.333,0.316,0.526,0.706,0.625,0.556,0.526,0.588,0.444,0.353,0.762,0.6,0.632,0.522,0.632,0.556,0.471,0.7,0.762,0.7,0.588,0.6,0.632,0.556,0.316,0.737,0.4,0.667,0.522,0.421,0.476,0.533,0.571,0.762,0.6,0.727,0.636,0.783,0.632,0.7,0.476,0.583,0.696,0.6,0.636,0.435,0.522
0.526,0.526,0.333,0.316,0.526,0.706,0.588,0.556,0.526,0.588,0.444,0.353,0.762,0.6,0.632,0.522,0.6,0.556,0.471,0.7,0.762,0.7,0.588,0.6,0.632,0.632,0.316,0.7,0.4,0.667,0.522,0.421,0.316,0.533,0.571,0.762,0.6,0.783,0.636,0.783,0.632,0.7,0.476
0.5,0.6,0.526,0.316,0.526,0.706,0.706,0.632,0.444,0.471,0.556,0.556,0.556,0.6,0.632,0.522,0.632,0.6,0.471,0.7,0.818,0.7,0.588,0.6,0.737,0.632,0.667,0.737,0.5,0.636,0.455,0.421,0.696,0.737,0.75,0.762,0.6,0.783,0.636,0.75,0.762,0.762,0.476,0.583
0.526,0.526,0.333,0.316,0.526,0.706,0.625,0.556,0.526,0.588,0.375,0.556,0.6,0.526,0.632,0.522,0.6,0.556,0.471,0.7,0.7,0.7,0.588,0.6,0.632,0.632,0.316,0.737,0.4,0.667,0.522,0.421,0.476,0.533,0.571,0.762,0.6,0.783,0.636,0.783,0.632,0.7,0.476,0.583,0.696,0.6,0.636,0.435,0.522,0.615,0.583,0.609,0.526,0.471,0.588
0.526,0.526,0.333,0.316,0.526,0.625,0.588,0.556,0.526,0.588,0.444,0.353,0.762,0.6,0.632,0.522,0.632,0.556,0.471,0.7,0.762,0.7,0.588,0.6,0.632,0.556,0.316,0.737,0.4,0.667,0.522,0.421,0.316,0.533,0.571,0.762,0.6,0.783,0.571,0.783,0.632,0.7,0.476,0.583,0.696,0.6,0.636,0.435,0.522,0.615,0.583,0.609
0.526,0.526,0.333,0.316,0.526,0.706,0.588,0.556,0.526,0.588,0.444,0.353,0.762,0.6,0.632,0.522,0.6,0.556,0.471,0.7,0.762,0.7,0.588,0.6,0.632,0.632,0.316,0.7,0.4,0.667,0.522,0.421,0.316,0.533,0.571,0.762,0.6,0.783,0.636,0.783,0.632,0.7,0.476,0.583,0.696,0.6,0.636,0.435,0.522,0.615,0.583,0.609,0.526,0.471
0.5,0.6,0.526,0.316,0.526,0.706,0.706,0.556,0.444,0.471,0.556,0.556,0.556,0.6,0.632,0.522,0.632,0.556,0.471,0.7,0.818,0.7,0.588,0.6,0.737,0.632,0.667,0.7,0.4,0.75,0.522,0.421,0.316,0.737,0.75,0.762,0.6,0.783,0.636,0.75,0.762,0.762,0.476,0.583,0.696,0.6,0.636,0.435,0.5,0.615,0.615,0.4,0.526,0.471
0.222,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.182,0.25,0.0,0.0,0.286,0.0,0.25,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0
0.222,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.182,0.25,0.0,0.0,0.286,0.286,0.25,0.0,0.0,0.333,0.0,0.333,0.0,0.2,0.2,0.0,0.0,0.0,0.286,0.0,0.333,0.0,0.0,0.25,0.0,0.0,0.0,0.286,0.0,0.286,0.286,0.0,0.5,0.333,0.286,0.222,0.0,0.286,0.286,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.286,0.0,0.25,0.444,0.25
0.222,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.182,0.25,0.0,0.0,0.286,0.286,0.25,0.5,0.0,0.333,0.75,0.333,0.222,0.2,0.2,0.0,0.0,0.0,0.286,0.0,0.333,0.0,0.0,0.444,0.5,0.0,0.0,0.286,0.0,0.286,0.571,0.4,0.5,0.333,0.286,0.222,0.0,0.286,0.286,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.286,0.286,0.25,0.444
0.4,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.182,0.25,0.5,0.286,0.286,0.286,0.222,0.5,0.333,0.333,0.75,0.333,0.222,0.2,0.2,0.0,0.0,0.0,0.286,0.4,0.333,0.333,0.25,0.444,0.5,0.0,0.5,0.5,0.5,0.5,0.286,0.4,0.5,0.333,0.286,0.222,0.0,0.5,0.286,0.6,0.286,0.0,0.0,0.0,0.0,0.4,0.5,0.286,0.286,0.25,0.444,0.25
0.222,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.182,0.25,0.0,0.0,0.286,0.0,0.25,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.444,0.0
0.222,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.182,0.25,0.0,0.0,0.286,0.286,0.25,0.5,0.0,0.333,0.75,0.333,0.0,0.2,0.2,0.0,0.0,0.0,0.286,0.4,0.333,0.0,0.0,0.25,0.5,0.0,0.0,0.286,0.0,0.286,0.571,0.667,0.5,0.0,0.286,0.222,0.0,0.286,0.286,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.286,0.286,0.25,0.444,0.25
0.222,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.182,0.25,0.0,0.0,0.286,0.286,0.25,0.5,0.0,0.333,0.75,0.333,0.222,0.2,0.2,0.0,0.0,0.0,0.286,0.4,0.333,0.0,0.0,0.25,0.5,0.0,0.5,0.286,0.0,0.286,0.571,0.667,0.5,0.333,0.286,0.222,0.0,0.286,0.286,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.286,0.0,0.25,0.444,0.25
0.4,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.182,0.25,0.5,0.286,0.286,0.286,0.222,0.5,0.333,0.333,0.75,0.333,0.222,0.2,0.2,0.0,0.0,0.0,0.286,0.4,0.333,0.333,0.25,0.444,0.5,0.0,0.5,0.5,0.5,0.5,0.286,0.4,0.5,0.333,0.286,0.222,0.0,0.5,0.286,0.25,0.286,0.0,0.0,0.0,0.0,0.4,0.5,0.286,0.286,0.25,0.444,0.25
0.889,0.667,0.8,0.857,0.857,1.0,0.8,0.857,0.6,0.545,0.667,0.75,0.8,0.857,0.889,0.571,0.857,1.0,0.667,1.0,1.0,1.0,0.667,1.0,0.667,0.667,1.0,0.667,0.5,0.8,0.667,0.667,0.667,1.0,1.0,1.0,0.5,0.667,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.667,0.667,1.0,1.0,1.0,1.0
0.889,0.667,0.8,0.857,0.857,0.667,1.0,0.857,0.6,0.545,0.667,0.75,0.8,0.857,0.75,0.571,0.857,1.0,0.667,1.0,1.0,1.0,0.667,1.0,0.667,0.667,1.0,0.667,0.5,0.8,0.667,0.667,0.667,1.0,1.0,1.0,0.5,0.667,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.667,0.667,1.0,1.0,1.0,1.0
