[300.0, 300.0]
[350.0, 350.0]
[400.0, 320.0]
[675.0, 450.0, 370.0]
[300.0, 220.0]
[525.0, 350.0, 300.0]
[400.0, 320.0]
[450.0, 470.0]
[450.0, 300.0, 300.0]
[525.0, 350.0, 300.0]
[1200.0, 600.0, 400.0, 330.0]
[450.0, 450.0]
[300.0, 260.0]
[525.0, 350.0, 290.0]
[400.0, 320.0]
[675.0, 450.0, 520.0]
[300.0, 260.0]
[525.0, 350.0, 300.0]
[400.0, 320.0]
[675.0, 450.0, 520.0]
[450.0, 300.0, 300.0]
[1050.0, 525.0, 350.0, 300.0]
[400.0, 320.0]
[450.0, 450.0]
