0.75,0.692,0.786,0.795,0.721,0.683,0.867,0.839,0.596,0.698,0.457,0.566,0.554,0.633,0.649,0.822,0.628,0.545
0.764,0.796,0.807,0.795,0.853,0.736,0.894,0.964,0.868,0.765,0.635,0.538,0.703,0.685,0.714,0.833,0.747,0.676
0.903,0.85,0.862,0.86,0.831,0.851,0.928,0.964,0.868,0.765,0.75,0.814,0.762,0.684,0.825,0.832,0.741,0.705
0.903,0.785,0.873,0.872,0.833,0.851,0.928,0.964,0.868,0.851,0.725,0.814,0.849,0.686,0.739,0.832,0.779,0.705
0.903,0.906,0.898,0.865,0.854,0.871,0.928,0.914,0.877,0.857,0.757,0.814,0.847,0.847,0.832,0.851,0.882,0.805
0.903,0.906,0.866,0.913,0.879,0.871,0.928,0.914,0.877,0.857,0.757,0.814,0.847,0.821,0.875,0.851,0.854
0.903,0.878,0.866,0.913,0.879,0.871,0.928,0.914,0.877,0.857,0.757,0.814,0.847,0.881,0.875,0.851,0.854,0.805
0.887,0.847,0.925,0.925,0.932,0.896,0.838,0.934,0.884,0.923,0.92,0.88,0.928,0.959,0.966,0.944,0.944
0.92,0.988,0.932,0.975,0.954,0.95,0.918,0.908,0.897,0.929,0.952,0.901,0.941,0.955,0.921,0.879,0.955,0.863
0.953,0.988,0.944,0.953,0.954,0.95,0.903,0.933,0.923,0.934,0.966,0.903,0.941,0.955,0.921,0.945,0.973,0.91
0.953,0.988,0.952,0.955,0.935,0.947,0.918,0.901,0.923,0.932,0.952,0.905,0.941,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.932,0.952,0.901,0.941,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.912,0.952,0.901,0.923,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.912,0.952,0.901,0.923,0.952,0.981,0.945,0.973,0.91
0.887,0.847,0.925,0.925,0.932,0.896,0.838,0.934,0.884,0.923,0.92,0.88,0.928,0.959,0.966,0.944,0.944,0.875
0.92,0.988,0.932,0.975,0.954,0.95,0.918,0.908,0.897,0.929,0.952,0.901,0.941,0.955,0.921,0.879,0.955,0.863
0.953,0.988,0.944,0.953,0.954,0.95,0.903,0.933,0.923,0.934,0.966,0.903,0.941,0.955,0.921,0.945,0.973,0.91
0.953,0.988,0.952,0.955,0.935,0.947,0.918,0.901,0.923,0.932,0.952,0.905,0.941,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.932,0.952,0.901,0.941,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.912,0.952,0.901,0.923,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.912,0.952,0.901,0.923,0.952,0.981,0.945,0.973,0.91
0.93,0.945,0.928,0.889,0.926,0.924,0.943,0.932,0.938,0.921,0.928,0.93,0.952,0.965,0.944,0.963,0.952,0.929
0.939,0.945,0.925,0.913,0.955,0.952,0.96,0.955,0.938,0.926,0.96,0.953,0.97,0.975,0.956,0.958,0.952,0.951
0.939,0.946,0.934,0.963,0.978,0.977,0.967,0.972,0.938,0.956,0.99,0.953,0.97,0.975,0.974,0.981,0.968
0.933,0.955,0.954,0.946,0.978,0.977,0.967,0.972,0.957,0.956,0.99,0.959,0.97,0.981,0.974,0.981,0.97
0.933,0.969,0.954,0.968,0.977,0.977,0.985,0.971,0.957,0.956,0.981,0.951,0.97,0.981,0.974,0.977
0.933,0.979,0.954,0.968,0.977,0.977,0.982,0.971,0.982,0.956,0.981,0.951,0.97,0.981,0.974,0.977,0.97
0.933,0.979,0.954,0.968,0.977,0.977,0.982,0.971,0.982,0.956,0.981,0.951,0.97,0.981,0.974,0.977
0.93,0.945,0.928,0.889,0.926,0.924,0.943,0.932,0.938,0.921,0.928,0.93,0.952,0.965,0.944,0.963,0.952,0.929
0.939,0.945,0.925,0.913,0.955,0.952,0.96,0.955,0.938,0.926,0.96,0.953,0.97,0.975,0.956,0.958,0.952,0.951
0.939,0.946,0.934,0.963,0.978,0.977,0.967,0.972,0.938,0.956,0.99,0.953,0.97,0.975,0.974,0.981,0.968,0.951
0.933,0.955,0.954,0.946,0.978,0.977,0.967,0.972,0.957,0.956,0.99,0.959,0.97,0.981,0.974,0.981,0.97,0.959
0.933,0.969,0.954,0.968,0.977,0.977,0.985,0.971,0.957,0.956,0.981,0.951,0.97,0.981,0.974,0.977,0.97,0.96
0.933,0.979,0.954,0.968,0.977,0.977,0.982,0.971,0.982,0.956,0.981,0.951,0.97,0.981,0.974,0.977,0.97,0.96
0.933,0.979,0.954,0.968,0.977,0.977,0.982,0.971,0.982,0.956,0.981,0.951,0.97,0.981,0.974,0.977,0.97,0.96
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.968,0.957,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.981,0.982,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982,0.982,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982,0.982,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982,0.982,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982,0.982,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982,0.982,1.0,1.0,1.0,1.0,1.0,1.0
0.75,0.692,0.786,0.795,0.721,0.683,0.867,0.839,0.596,0.698,0.457,0.566,0.554,0.633,0.649,0.822,0.628,0.545
0.764,0.796,0.807,0.795,0.853,0.736,0.894,0.964,0.868,0.765,0.635,0.538,0.703,0.685,0.714,0.833,0.747,0.676
0.903,0.85,0.862,0.86,0.831,0.851,0.928,0.964,0.868,0.765,0.75,0.814,0.762,0.684,0.825,0.832,0.741,0.705
0.903,0.785,0.873,0.872,0.833,0.851,0.928,0.964,0.868,0.851,0.725,0.814,0.849,0.686,0.739,0.832,0.779
0.903,0.906,0.898,0.865,0.854,0.871,0.928,0.914,0.877,0.857,0.757,0.814,0.847,0.847,0.832
0.903,0.906,0.866,0.913,0.879,0.871,0.928,0.914,0.877,0.857,0.757,0.814,0.847,0.821,0.875
0.903,0.878,0.866,0.913,0.879,0.871,0.928,0.914,0.877,0.857,0.757,0.814,0.847,0.881,0.875
0.887,0.847,0.925,0.925,0.932,0.896,0.838,0.934,0.884,0.923,0.92,0.88,0.928,0.959,0.966,0.944,0.944,0.875
0.92,0.988,0.932,0.975,0.954,0.95,0.918,0.908,0.897,0.929,0.952,0.901,0.941,0.955,0.921,0.879,0.955,0.863
0.953,0.988,0.944,0.953,0.954,0.95,0.903,0.933,0.923,0.934,0.966,0.903,0.941,0.955,0.921,0.945,0.973,0.91
0.953,0.988,0.952,0.955,0.935,0.947,0.918,0.901,0.923,0.932,0.952,0.905,0.941,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.932,0.952,0.901,0.941,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.912,0.952,0.901,0.923,0.952,0.981,0.945,0.973,0.91
0.953,0.988,0.967,0.955,0.935,0.933,0.918,0.928,0.923,0.912,0.952,0.901,0.923,0.952,0.981,0.945,0.973,0.91
0.816,0.948,0.966,0.938,0.906,0.92,0.943,0.94,0.853,0.939,0.964,0.873,0.892,0.877,0.839,0.9,0.824,0.925
0.886,0.941,0.966,0.95,0.966,0.924,0.956,0.933,0.9,0.957,0.964,0.938,0.951,0.951,0.886,0.918,0.935,0.942
0.907,0.983,0.983,0.96,0.966,0.95,0.973,0.954,0.918,0.957,0.964,0.938,0.951,0.986,0.921,0.964,0.933,0.976
0.933,0.983,0.984,0.969,0.981,0.96,0.954,0.975,0.943,0.963,0.964,0.938,0.966,0.986,0.921,0.964
0.933,0.983,0.992,0.969,0.987,0.973,0.954,0.991,0.943,0.98,0.964,0.938,0.966,0.986,0.921,0.964,0.933,0.984
0.933,0.983,0.992,0.969,0.988,0.973,0.954,0.991,0.943,0.98,0.983,0.938,0.965,0.986,0.921,0.964,0.933,0.984
0.933,0.983,0.992,0.969,0.988,0.973,0.954,0.991,0.943,0.98,0.983,0.938,0.965,0.986,0.921,0.964,0.933,0.984
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.968,0.957,1.0,1.0,1.0,1.0,1.0,1.0
