sample4 - 4500.0 - 50
sample4 - 6300.0 - 50
sample4 - 8100.0 - 50
sample4 - 4950.0 - 50
sample4 - 6750.0 - 50
sample4 - 6000.0 - 50
sample4 - 27000.0 - 50
sample2 - 4500.0 - 50
sample2 - 6300.0 - 50
sample2 - 8100.0 - 50
sample2 - 9900.0 - 50
sample2 - 6750.0 - 50
sample2 - 9000.0 - 50
sample2 - 9000.0 - 50
sample2 - 2250.0 - 50
sample2 - 2100.0 - 50
sample2 - 4050.0 - 50
sample2 - 9900.0 - 50
sample2 - 6750.0 - 50
sample2 - 18000.0 - 50
sample2 - 13500.0 - 50
sample3 - 2250.0 - 50
sample3 - 6300.0 - 50
sample3 - 8100.0 - 50
sample3 - 4950.0 - 50
sample3 - 4500.0 - 50
sample3 - 18000.0 - 50
sample3 - 13500.0 - 50
sample3 - 2250.0 - 50
sample3 - 2100.0 - 50
sample3 - 8100.0 - 50
sample3 - 4950.0 - 50
sample3 - 6750.0 - 50
sample3 - 18000.0 - 50
sample3 - 27000.0 - 50
sample1 - 2250.0 - 50
sample1 - 6300.0 - 50
sample1 - 8100.0 - 50
sample1 - 9900.0 - 50
sample1 - 13500.0 - 50
sample1 - 9000.0 - 50
sample1 - 9000.0 - 50
sample4 - 2250.0 - 50
sample4 - 3150.0 - 50
sample4 - 4050.0 - 50
sample4 - 3300.0 - 50
sample4 - 13500.0 - 50
sample4 - 9000.0 - 50
sample4 - 13500.0 - 50
sample2 - 4500.0 - 50
sample2 - 3150.0 - 50
sample2 - 4050.0 - 50
sample2 - 4950.0 - 50
sample2 - 13500.0 - 50
sample2 - 9000.0 - 50
sample2 - 13500.0 - 50
sample5 - 2250.0 - 50
sample5 - 3150.0 - 50
sample5 - 4050.0 - 50
sample5 - 4950.0 - 50
sample5 - 6750.0 - 50
sample5 - 9000.0 - 50
sample5 - 13500.0 - 50
sample1 - 4500.0 - 50
sample1 - 6300.0 - 50
sample1 - 4050.0 - 50
sample1 - 4950.0 - 50
sample1 - 13500.0 - 50
sample1 - 9000.0 - 50
sample1 - 27000.0 - 50
sample4 - 4500.0 - 100
sample4 - 3150.0 - 100
sample4 - 4050.0 - 100
sample4 - 4950.0 - 100
sample4 - 6750.0 - 100
sample4 - 9000.0 - 100
sample4 - 27000.0 - 100
sample2 - 2250.0 - 100
sample2 - 6300.0 - 100
sample2 - 4050.0 - 100
sample2 - 9900.0 - 100
sample2 - 13500.0 - 100
sample2 - 9000.0 - 100
sample2 - 9000.0 - 100
sample2 - 1500.0 - 100
sample2 - 6300.0 - 100
sample2 - 2700.0 - 100
sample2 - 9900.0 - 100
sample2 - 6750.0 - 100
sample2 - 9000.0 - 100
sample2 - 13500.0 - 100
sample3 - 4500.0 - 100
sample3 - 3150.0 - 100
sample3 - 8100.0 - 100
sample3 - 9900.0 - 100
sample3 - 4500.0 - 100
sample3 - 18000.0 - 100
sample3 - 27000.0 - 100
sample3 - 4500.0 - 100
sample3 - 6300.0 - 100
sample3 - 4050.0 - 100
sample3 - 3300.0 - 100
sample3 - 13500.0 - 100
sample3 - 9000.0 - 100
sample3 - 27000.0 - 100
sample1 - 2250.0 - 100
sample1 - 6300.0 - 100
sample1 - 8100.0 - 100
sample1 - 3300.0 - 100
sample1 - 13500.0 - 100
sample1 - 18000.0 - 100
sample1 - 27000.0 - 100
sample4 - 1500.0 - 100
sample4 - 3150.0 - 100
sample4 - 4050.0 - 100
sample4 - 4950.0 - 100
sample4 - 6750.0 - 100
sample4 - 18000.0 - 100
